Name	Smiles
DIISOCYANOAMPHILECTENE	[C-]#[N+]C(C)(C)C[C@@H]1C[C@H](C)[C@H]2CC[C@H](C)[C@@]3([N+]#[C-])CCC(=C)[C@@H]1[C@H]23
DIDEMNIN A	CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O
GLOBULOL	C[C@@H]1CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C
EUTIGOSIDE B	O=C1C=CC(O)(CCO[C@@H]2O[C@H](COC(=O)/C=C/c3ccc(O)cc3)[C@@H](O)[C@H](O)[C@H]2O)C=C1
DIGERANYL BISPHOSPHONATE	CC(C)=CCC/C(C)=C/CC(C/C=C(\C)CCC=C(C)C)(P(=O)(O)O)P(=O)(O)O
ISATOIC ANHYDRIDE	Nc1ccccc1CO
JOLKINOATE E	CCCC(C)C(=O)O[C@H]1[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C/[C@@H]3[C@H](CC/C(C)=C/[C@@H]12)C3(C)C
AMONAFIDE L-MALATE	CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O.O=C(O)C[C@H](O)C(=O)O
BRIFENTANIL	CCn1nnn(CCN2CCC(N(C(=O)COC)c3ccccc3F)C(C)C2)c1=O
ISORETULINE	C/C=C1/CN2CC[C@]34c5ccccc5N(C(C)=O)C3[C@H](CO)[C@H]1C[C@H]24
DATELLIPTIUM CHLORIDE	CCN(CC)CC[n+]1ccc2c(C)c3[nH]c4ccc(O)cc4c3c(C)c2c1.[Cl-]
PSAMMAPLYSIN T	CCC(C)CCCCCCCCCCCCCCC(=O)NCCc1cc(Br)c(OCCCNC(=O)C2=NO[C@@]3(CC(Br)=C(OC)C(Br)=CO3)[C@H]2O)c(Br)c1
HEDAQUINIUM	c1ccc2c[n+](CCCCCCCCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1
ADROGOLIDE	CCCc1cc2c(s1)CN[C@@H]1CCc3cc(OC(C)=O)c(OC(C)=O)cc3[C@@H]21
TALOPRAM	CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21
LESPEFLORIN J3	CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)c(O)cc3c2C(=O)c2cc3c(c(CC=C(C)C)c2O)O[C@H]2c4cc(CC=C(C)C)c(O)cc4OC[C@@H]32)c(O)cc1O
BOLASTERONE	C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21
DIMECOLONIUM	CC1CCCC(C(=O)OCC[N+](C)(C)C)[N+]1(C)C
OTAPLIMASTAT	CC(=O)N(CCCCNCCCn1c(=O)[nH]c2ccccc2c1=O)CCCn1c(=O)[nH]c2ccccc2c1=O
NUAPAPUIN A METHYL ESTER	COC(=O)[C@H](C)[C@H]1CC[C@@](C)(CCC2=C(C)CCCC2(C)C)OO1
ABACOPTERIN G	COCc1c(O)c(C)c2c3c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]3C[C@@H](c1ccc(O)cc1)O2
N4-hydroxycytosine	O=c1nc(NO)cc[nH]1
CYCLOBUTYL PENTADECANOATE	CCCCCCCCCCCCCCC(=O)OC1CCC1
JUNCENOLIDE B	CC(=O)O[C@H]1C[C@]2(CO2)[C@H]2[C@](C)([C@H]1OC(C)=O)[C@]1(OC(C)=O)/C=C\C(CO)=C/[C@@H]3OC(=O)[C@H](C)[C@@]3(O)[C@]21OC(C)=O
ASNIPYRONE A	COc1cc(/C=C/C(C)=C/C(C)=C/c2ccccc2)oc(=O)c1C
TROGOPTEROID A	CC1=C2C=C[C@]34C[C@](C)(CC[C@@H]3[C@@]2(C)CCC1=O)C(=O)O4
IOPENTOL	COCC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
PROXORPHAN TARTRATE	O=C(O)C(O)C(O)C(=O)O.Oc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@@H]1CCOC3.Oc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@@H]1CCOC3
TIPRINAST MEGLUMINE	CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(CC(C)C)sc2nc(C(=O)O)[nH]c(=O)c12
MIOFLAZINE HYDROCHLORIDE	Cl.Cl.NC(=O)C1CN(CC(=O)Nc2c(Cl)cccc2Cl)CCN1CCCC(c1ccc(F)cc1)c1ccc(F)cc1.O
REMOXIPRIDE HYDROCHLORIDE	CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC.Cl.O
DEUDEXTROMETHORPHAN	[2H]C([2H])([2H])Oc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C([2H])([2H])[2H])CC3
3-(ISOBUTYLTHIO)ISOQUINOLIN-1-YL METHANESULFONATE	CC(C)CSc1cc2ccccc2c(OS(C)(=O)=O)n1
SEPIMOSTAT MESYLATE	CS(=O)(=O)O.N=C(N)c1ccc2cc(OC(=O)c3ccc(NC4=NCCN4)cc3)ccc2c1
PHAEOSPHAERIN D	COC1=C2c3c4c5c(c(O)cc(OC)c5c5c(OC)cc(O)c(c35)C1=O)C(=O)[C@@H](OC)[C@@]41C[C@H](C)O[C@]2(O)[C@]1(C)O
SARDOMOZIDE	N=C(N)N/N=C1\CCc2c(C(=N)N)cccc21
MONASCUSIC ACID B	C[C@@H]1CC[C@H]2[C@@H](C=C[C@H](C)[C@@H]2/C=C/C(=O)O)C1
MONTIPORIC AICD C	C=CCCCCCC#CC#CCOCC(=O)[O-].[Na+]
CYCLOPROPYLCARBOXALDEHYDE	N#CC(O)C1CC1
UREDINORUBELLIN I	Cc1cc(O)c2c(c1)[C@H](O)[C@]13Cc4cc(O)c5c(c4[C@H]1C=C[C@@H](O)[C@@]3(O)C2=O)C(=O)c1c(O)ccc(O)c1C5=O
DAMIPIPECOLIN	O=C(O[C@@H]1CCN[C@@H](C(=O)O)C1)c1cc(Br)c[nH]1
MOMETASONE	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
DENDOCARBIN F	C[C@]12CCC[C@@](C)(CO)[C@@H]1CC=C1C(=O)OC(=O)[C@@H]12
MUNRONIN F	C=C1[C@@H]2[C@@H](OC(=O)C=C[C@@]2(C)[C@H]2CC(=O)OC2(C)C)[C@H](OC(C)=O)[C@@]2(C)[C@H](C(=O)O)C[C@H]3O[C@]132
PALICATIN B METHYL ETHER	COC(=O)/C=C/c1ccc(OC)c(CC=C(C)C)c1
TRIGONOCHINENE A	C=CC1=C(C)C(=O)C=C2[C@@]1(O)CC[C@H](C(=C)C)[C@@]2(C)CCC(=O)OC
CESPITULACTONE A	C=C1CC[C@@H]2CC[C@H](OC(=O)C/C(C)=C/[C@@H](O)C1)C(=O)C2(C)C
GLOBOSTELLETIN H	CC(/C=C/C(=O)O)=C\C=C\C(C)=C1\C(=O)C[C@@H]2[C@]1(C)CC[C@H]1CC(=O)CC[C@@]12C
TENUIFOLIDE B	C=C1C=C(C(CCCCCCCCCCCCCCCCCCC)OC)C(=O)O1
TRANSKARBAM 12	CCCCCCCCCCCCOC(=O)CCCCCN.CCCCCCCCCCCCOC(=O)CCCCCNC(=O)O
LANDOMYCIN B	Cc1cc(O)c2c(c1)C[C@@H](O)C1=C2C(=O)c2c(O)ccc(O[C@H]3C[C@@H](O)[C@H](O[C@H]4C[C@@H](O[C@H]5CC[C@H](O[C@H]6C[C@@H](O)[C@H](O[C@H]7C[C@@H](O)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@H](C)O5)[C@H](O)[C@@H](C)O4)[C@@H](C)O3)c2C1=O
ROCEPAFANT	COc1ccc(NC(=S)N2CCc3c(sc4c3C(c3ccccc3Cl)=NCc3nnc(C)n3-4)C2)cc1
DIMETHYLETHER DEHYDROMARCHANTIN C	COc1ccc2cc1Oc1ccc(cc1)/C=C/c1cccc(OC)c1Oc1cccc(c1)CC2
HEMILXANTHENE	O=C(OC[C@@]12C=C[C@@H](OC(=O)c3ccccc3)[C@@H](O)[C@H]1Cc1cc(O)ccc1O2)c1ccccc1
PINOPHILIN B	Cc1cc(O)cc(O)c1C(=O)O[C@H]1[C@@H]2COC(/C=C/CO)=CC2=CC(=O)[C@@]1(C)O
RESPIRANTIN	CCC(C)[C@@H]1OC(=O)[C@H](C)OC(=O)[C@@H](NC(=O)c2cccc(NC=O)c2O)[C@@H](C)OC(=O)[C@H](CC(C)C)OC(=O)C(C)(C)C(=O)[C@H](CC(C)C)NC1=O
PLANTAGINEOSIDE C	OC[C@H]1O[C@@H](O[C@@H]2C[C@H](CCc3ccc(O)c(O)c3)O[C@H](c3ccc(O)c(O)c3)C2)[C@H](O)[C@@H](O)[C@@H]1O
CARABRYL ISONICOTINATE	C=C1C(=O)O[C@@H]2C[C@]3(C)C(CCC(C)OC(=O)c4ccncc4)[C@@H]3C[C@H]12
PENICIMARIN F	O=c1oc(CO)c(CO)c2cc(O)cc(O)c12
METHYLVINYL KETONE CYANOHYDRIN	C=CC(C)(O)C#N
CAROVERINE	CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21
19-O-ACETYLCHAETOGLOBOSIN B	CC(=O)O[C@H]1C(=O)/C=C/C(=O)[C@@]23C(=O)N[C@@H](Cc4c[nH]c5ccccc45)[C@@H]2C(C)=C(C)[C@@H](O)[C@@H]3/C=C/C[C@H](C)/C=C\1C
ABYSSINONE V	CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(CC=C(C)C)c1O
AZALANSTAT DIHYDROCHLORIDE	Cl.Cl.Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1
DURLOBACTAM	CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)O)[C@@H]1C(N)=O
DIKAMALIARTANE D	C=C(C(=O)O)[C@@H]1CC[C@H]2[C@]3(C)CC[C@H]([C@H](C)CC(=O)C=C(C)C)[C@@]3(C)CC[C@]23C[C@]13CCC(=O)O
ASTRAGALIN HEPTAACETATE	CC(=O)OC[C@H]1O[C@@H](Oc2c(-c3ccc(OC(C)=O)cc3)oc3cc(OC(C)=O)cc(OC(C)=O)c3c2=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
AZIMILIDE DIHYDROCHLORIDE	CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1.Cl
MICROGREWIAPINE C	CCCC/C=C/C=C/C=C/[C@@H]1CC[C@H](O)[C@H](C)[N+]1(C)[O-]
REL-MENTHONE	CC(C)[C@H]1CC[C@H](C)CC1=O
THEAFLAVIN MONOGALLATES	O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(=O)c2c(O)c(O)cc([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)c2c1)c1cc(O)c(O)c(O)c1
FENESTREL	CCC1C(c2ccccc2)=CCC(C(=O)O)C1C
CYMOPOL	CC(C)=CCC/C(C)=C/Cc1cc(O)c(Br)cc1O
EUTYPELLIN A	O=C/C=C/C=C1/C(=O)O[C@H](/C=C/CO)[C@H]1O
DIACARDIOL A	CCCC(O)CCC(C)(O)CC/C=C(\C)CCC1=C(C)CCCC1(C)C
WILFORDININE A	CC(=O)OC[C@]12[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3[C@@H](OC(C)=O)[C@@]14O[C@@]3(C)COC(=O)c1cnccc1C(C)C(C)C(=O)O[C@@H]([C@H](O)[C@@H]2OC(C)=O)[C@]4(C)O
DESETHYL AMODIAQUINE	CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
BUTIKACIN	NCC[C@H](O)CN[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
ETOFAMIDE	CCOCCN(Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1)C(=O)C(Cl)Cl
JASMINODIOL	CC1(C)CC(=O)C=C(CO)[C@H]1CO
TROGOPTEROID E	CC(C)c1c(O)ccc2c1C[C@@H](O)[C@H]1C(C)(C)C(=O)CC[C@]21C
MUKONAL	O=Cc1cc2c(cc1O)[nH]c1ccccc12
GERANYLCOUMARIN	C/C(=C\COc1ccc2ccc(=O)oc2c1)C/C=C/C(C)C
ISOINDIGO	O=C1Nc2ccccc2/C1=C1\C(=O)Nc2ccccc21
BRARTEMICIN	Cc1cc(O)cc(O)c1C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](COC(=O)c3c(C)cc(O)cc3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
PINOXADEN	CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2
EFONIDIPINE	CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1
CYANTRANILIPROLE	CNC(=O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl
TETRAHYDRONOOTKATONE KETAL	CC(C)[C@@H]1CCC2CC3(C[C@@H](C)[C@]2(C)C1)OCCO3
BROMEBRIC ACID	COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1
(2Z)-HEXENOIC ACID	CCC/C=C\C(=O)O
N-ACETYLPROLINE	CC(=O)N1CCCC1C(=O)O
6,6-DIMETHYL-6H-[1,3]DIOXOLO[4,5-G]CHROMENE	CC1(C)C=Cc2cc3c(cc2O1)OCO3
LIQUIRITIN	O=C1C[C@@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)Oc2cc(O)ccc21
POLYGODIAL	CC1(C)CCC[C@@]2(C)[C@H]1CC=C(C=O)[C@@H]2C=O
CYCLOHEXYLAMINE	NC1CCCCC1
ISOPHTHALIC ACID	O=C(O)c1cccc(C(=O)O)c1
CELASTROL	CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C(=O)O)C[C@H]4[C@]3(C)CC[C@@]21C
PENTANAL	CCCCC=O
TETRADECYLTHIOACETIC ACID	CCCCCCCCCCCCCCSCC(=O)O
DIBENZEPIN HYDROCHLORIDE	CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl
PONAZURIL	Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(S(=O)(=O)C(F)(F)F)cc1
FENIPENTOL	CCCCC(O)c1ccccc1
XENALIPIN	O=C(O)c1ccccc1-c1ccc(C(F)(F)F)cc1
O-TOLYLAMINE	Cc1ccccc1N
2-exo-benzoxy-1,4-cineole	CC(C)[C@]12CC[C@@](C)(O1)[C@H](OC(=O)c1ccccc1)C2
CHLORAMPHENICOL PALMITATE	CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1
BENZOIC ACID HYDRAZIDE	NNC(=O)c1ccccc1
N'-CYCLOHEPTYLIDENEISONICOTINOHYDRAZIDE	O=C(NN=C1CCCCCC1)c1ccncc1
MELODININE G	CC[C@@]12C=Cn3c4c(c5ccccc53)CC[N+]([O-])(CCC1)[C@H]42
BROMOPENTYL-3BETA-HYDROXY-URS-12-EN-28-OATE	C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)OCCCCCBr)CC[C@H]1C
AUSTARLIN B	C=C1C[C@@]2(O)O[C@H]([C@@H]3[C@@H](C(C)C)CC[C@@](C)(OC(=O)CCC)[C@@H]32)[C@](C)(O)CC[C@@H]1OC(C)=O
SARPAGINE	C/C=C1/CN2[C@H]3C[C@H]1[C@@H](CO)[C@@H]2Cc1c3[nH]c2ccc(O)cc12
TOURNEFOLIC ACID B ETHYL ESTER	CCOC(=O)/C=C/c1ccc(O)c2c1C=Cc1cc(O)c(O)cc1O2
QUADAZOCINE MESYLATE	CN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1C2(C)CCC(=O)CCC1CCCC1.CS(=O)(=O)O
IRIGINOL HEXAACEATATE	CC(=O)Oc1cc(-c2coc3cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c3c2=O)cc(OC(C)=O)c1OC(C)=O
ACETYL PODOCARPIC ACID ANHYDRIDE	CC(=O)Oc1ccc2c(c1)[C@@]1(C)CCC[C@](C)(C(=O)OC(=O)[C@@]3(C)CCC[C@]4(C)c5cc(OC(C)=O)ccc5CC[C@@H]34)[C@@H]1CC2
CLOPIRAC	Cc1cc(CC(=O)O)c(C)n1-c1ccc(Cl)cc1
MENADOXIME	CC1=C/C(=N/OCC(=O)O)c2ccccc2C1=O
ALGESTONE ACETONIDE	CC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C
GINSENOSIDE RG5	CC(C)=CC/C=C(\C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C
ALLYL PICROPODOPHYLLATE	C=CCOC(=O)[C@H]1[C@H](c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2[C@H](O)[C@H]1CO)OCO3
BERKELEYONE C	C=C(C)C1=CC[C@@]2(C)[C@@H](C[C@]3(C)C(=C)[C@@]2(C(=O)OC)C(=O)[C@@](C)(O)C3=O)[C@]1(C)CCC(=O)O
BETAMETHADOL	CC[C@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1
UNTENONE A	CCCCCCCCCCCCCCCC[C@]1(O)C=CC(=O)[C@H]1C(=O)OC
SIGMOSCEPTRELLIN A	C=C1CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)CC[C@]1(C)CC[C@H]([C@@H](C)C(=O)O)OO1
CALLYTRIOL A	C#C/C=C\CCCC/C=C\C#CC#CC(O)CCC#CC#CC(O)CO
CRISTATUMIN D	C=CC(C)(C)c1[nH]c2ccccc2c1/C=C(\NC(=O)C(N)=O)C(=O)OC
PROSULFOCARB	CCCN(CCC)C(=O)SCc1ccccc1
TRIGONOSTEMINE C	COc1ccc2c(c1)[nH]c1c(C(=O)c3c(O)[nH]c4ccccc34)nccc12
WITHAPHYSALIN L	CO[C@H]1O[C@@](C)([C@H]2CC(C)=C(C)C(=O)O2)[C@H]2CC[C@H]3[C@@H]4CC=C5C(=O)C=CC(=O)[C@]5(C)[C@H]4CC[C@@]132
DICLOFOP-METHYL	COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1
GSK-1000163A	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN3CCCC3)cc21
VALIDAMYCIN A	OCC1=C[C@@H](N[C@H]2C[C@H](CO)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
PLAKINIDINE A	CNc1c2c(c3nc4ccccc4c4c3c1N=C4)NCCC2=O
LADANEIN	COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)cc1
MAKALUVAMINE A	Cn1cc2c3c1C(=O)C(N)=CC3=NCC2
GRIFFITHANE D	COC1=CC(=O)C(CCCc2ccc(O)c(OC)c2)=CC1=O
JAVANICOLIDES E	COC(=O)[C@@]12OC[C@@]34[C@H]1[C@@H](OC(=O)C=C(C)C)C(=O)O[C@@H]3C[C@H]1[C@H](C)[C@@H](O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O
FISSINOLIDE	COC(=O)C[C@H]1C(C)(C)[C@@H](OC(C)=O)[C@@H]2CC3=C4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]3[C@@]1(C)C2=O
Yadanzioside A	COC(=O)[C@@]12OC[C@@]34[C@H]1[C@@H](OC(=O)CC(C)C)C(=O)O[C@@H]3C[C@H]1[C@H](C)C(=O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O
ISOPROPYL 4-(DIMETHYLCARBAMOYLOXY)BENZOATE	CC(C)OC(=O)c1ccc(OC(=O)N(C)C)cc1
APTIGANEL HYDROCHLORIDE	CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1.Cl
Schizopeptin 791	CC[C@H](C)[C@H](NC(=O)N[C@@H]1CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC1=O)C(=O)O
VISARTISIDE D	O=C(/C=C/c1ccccc1)OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)O[C@H](CO)[C@H]2O)[C@@H]1O
TAIWANIQUINONE E	COC(=O)[C@H]1C2=C(C(=O)C(O)=C(C(C)C)C2=O)[C@@]2(C)CCCC(C)(C)[C@H]12
QUIZALOFOP-P-ETHYL	CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1
EPIGALLOCATECHIN 3,5-DIGALLATE	O=C(Oc1cc(O)cc2c1C[C@@H](OC(=O)c1cc(O)c(O)c(O)c1)[C@@H](c1cc(O)c(O)c(O)c1)O2)c1cc(O)c(O)c(O)c1
CEFTERAM	CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1
GSK-554170A	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCNCC3)c21.O=C(O)C(F)(F)F
8-O-BENZYL-N-FORMYLDIONCOPHYLLINE A	COc1cccc2c(-c3ccc4c(c3OCc3ccccc3)[C@@H](C)N(C=O)[C@H](C)C4)c(C)cc(OC)c12
KUHLMANNIN	COc1c(O)cc2c(-c3ccccc3)cc(=O)oc2c1OC
ISOSILYBIN A	COc1cc([C@H]2Oc3ccc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3O[C@@H]2CO)ccc1O
GLYCEROL MONOLAURATE	CCCCCCCCCCCC(=O)OCC(O)CO
PLAKORTIDE F	CC/C=C/C(CC)CCC[C@@]1(CC)C[C@H](CC)[C@H](CC(=O)OC)OO1
ATORVASTATIN ACID	CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O.CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
PHYLLODULCIN	COc1ccc([C@H]2Cc3cccc(O)c3C(=O)O2)cc1O
E122	O=S(=O)(O)c1ccc(/N=N/c2cc(S(=O)(=O)O)c3ccccc3c2O)c2ccccc12
CAMPTOTHECIN	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
HYDROXYZINE HYDROCHLORIDE	Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
ABSINTHIN	CC1=C[C@H]2[C@@H]3[C@@H]4C(=C(C)[C@@H]3[C@]13[C@H]1OC(=O)[C@@H](C)[C@@H]1CC[C@](C)(O)[C@H]23)[C@H]1OC(=O)[C@@H](C)[C@@H]1CC[C@]4(C)O
ACTAEALACTONE	O=C1OCC(O)(C(=O)c2ccc(O)c(O)c2)/C1=C\c1ccc(O)c(O)c1
NAVICULYL CAFFEATE	C[C@@H]1CC[C@@]2(C)[C@H](C)/C(=C\COC(=O)/C=C/c3ccc(O)c(O)c3)CC[C@@]12C
PROPYL PENTADECANOATE	CCCCCCCCCCCCCCC(=O)OCCC
4-NITROGLUTETHIMIDE	CCC1(c2ccc([N+](=O)[O-])cc2)CCC(=O)NC1=O
PONFIBRATE	CCOC(=O)[C@H]1Oc2ccc(Cl)cc2[C@H](C)c2cc(Cl)ccc2O1
BIFENAZATE	COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C
BROMOPHYCOLIDE H	C=C1CC[C@H](Br)[C@@]2(C)CC[C@@H](Br)[C@@](C)(O)CC[C@@H](Br)C(C)(C)OC(=O)c3ccc(O)c(c3)C[C@H]12
CERTONARDOSTEROL D	C=C(CC[C@@H](C)[C@H]1C[C@@H](O)[C@H]2[C@@H]3C[C@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)[C@H](C)CO
THIOPROPAZATE HYDROCHLORIDE	CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.Cl.Cl
ARBOREASAPONIN A	CC(=O)OC[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5C[C@@H]6O[C@@]7(CC[C@@H](C)CO7)[C@@H](C)[C@]6(O)[C@@]5(C)CC[C@@H]43)C2)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H]1O
KHONKLONGINOL A	COc1ccc([C@H]2Oc3c(CC=C(C)C)c4c(c(O)c3C(=O)[C@@H]2O)C=CC(C)(C)O4)cc1
HUPERZINE B	CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@H]23
BENZYLTHIOURACIL	Oc1cc(Cc2ccccc2)nc(S)n1
PENPROSTENE	CCOCC(C)(C)C(O)/C=C/C1C=CC(=O)C1C/C=C\CCCC(=O)O
DALVERSINOL A	C=CC(C)(C)c1cc(C2COc3c(CC=C(C)C)c(O)cc(O)c3C2=O)c(O)cc1O
DIOSBULBISIN C	C[C@@H]1[C@@]2(CC[C@@](C)(CO)O2)O[C@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@]21O
GLUCONOLACTONE	O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TRIPTERSININ H	CC(=O)OC[C@@]12[C@@H](OC(=O)c3ccoc3)CC[C@](C)(O)[C@]13OC(C)(C)[C@H]([C@@H](OC(=O)c1cccnc1)[C@H]2OC(=O)c1ccoc1)[C@H]3OC(C)=O
SULAZEPAM	CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21
METHYL BETULINATE	C=C(C)[C@@H]1CC[C@]2(C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
ANTHRANILIC ACID	Nc1ccccc1C(=O)O
